,WageType,1 ADULT - 0,1 ADULT - 1,1 ADULT - 2,1 ADULT - 3,2 ADULTS(1 WORKING) - 0,2 ADULTS(1 WORKING) - 1,2 ADULTS(1 WORKING) - 2,2 ADULTS(1 WORKING) - 3,2 ADULTS(BOTH WORKING) - 0,2 ADULTS(BOTH WORKING) - 1,2 ADULTS(BOTH WORKING) - 2,2 ADULTS(BOTH WORKING) - 3,State,County
0,Living Wage,$14.92 ,$28.55 ,$35.46 ,$46.55 ,$23.52 ,$28.00 ,$33.11 ,$36.08 ,$11.76 ,$15.90 ,$20.35 ,$23.73 ,Tennessee,Anderson
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Anderson
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Anderson
0,Living Wage,$14.74 ,$27.07 ,$33.22 ,$42.88 ,$22.61 ,$27.27 ,$32.38 ,$34.68 ,$11.31 ,$15.15 ,$19.22 ,$21.89 ,Tennessee,Bedford
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Bedford
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Bedford
0,Living Wage,$14.12 ,$26.11 ,$32.26 ,$41.87 ,$22.46 ,$26.31 ,$31.42 ,$33.66 ,$11.23 ,$14.68 ,$18.75 ,$21.39 ,Tennessee,Benton
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Benton
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Benton
0,Living Wage,$14.12 ,$26.11 ,$32.26 ,$42.59 ,$22.22 ,$26.31 ,$31.42 ,$34.39 ,$11.11 ,$14.68 ,$18.75 ,$21.75 ,Tennessee,Bledsoe
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Bledsoe
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Bledsoe
0,Living Wage,$14.92 ,$28.55 ,$35.46 ,$46.55 ,$23.52 ,$28.00 ,$33.11 ,$36.08 ,$11.76 ,$15.90 ,$20.35 ,$23.73 ,Tennessee,Blount
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Blount
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Blount
0,Living Wage,$14.28 ,$27.95 ,$34.86 ,$45.63 ,$22.71 ,$27.40 ,$32.51 ,$35.17 ,$11.36 ,$15.60 ,$20.04 ,$23.27 ,Tennessee,Bradley
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Bradley
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Bradley
0,Living Wage,$13.62 ,$26.17 ,$32.32 ,$42.34 ,$21.93 ,$26.37 ,$31.48 ,$34.14 ,$10.96 ,$14.70 ,$18.78 ,$21.62 ,Tennessee,Campbell
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Campbell
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Campbell
0,Living Wage,$17.63 ,$29.98 ,$36.13 ,$46.87 ,$25.71 ,$30.19 ,$35.29 ,$38.67 ,$12.86 ,$16.61 ,$20.68 ,$23.89 ,Tennessee,Cannon
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Cannon
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Cannon
0,Living Wage,$14.12 ,$26.11 ,$32.26 ,$41.91 ,$22.46 ,$26.31 ,$31.42 ,$33.71 ,$11.23 ,$14.68 ,$18.75 ,$21.41 ,Tennessee,Carroll
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Carroll
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Carroll
0,Living Wage,$14.87 ,$26.75 ,$32.90 ,$42.64 ,$22.74 ,$26.96 ,$32.07 ,$34.44 ,$11.37 ,$15.00 ,$19.07 ,$21.77 ,Tennessee,Carter
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Carter
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Carter
0,Living Wage,$17.63 ,$30.74 ,$37.64 ,$49.14 ,$25.71 ,$30.19 ,$35.29 ,$38.67 ,$12.86 ,$16.99 ,$21.44 ,$25.02 ,Tennessee,Cheatham
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Cheatham
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Cheatham
0,Living Wage,$14.37 ,$27.33 ,$33.48 ,$44.03 ,$23.03 ,$27.54 ,$32.65 ,$35.83 ,$11.52 ,$15.29 ,$19.36 ,$22.47 ,Tennessee,Chester
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Chester
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Chester
0,Living Wage,$14.12 ,$26.11 ,$32.26 ,$41.69 ,$22.08 ,$26.31 ,$31.42 ,$33.49 ,$11.04 ,$14.68 ,$18.75 ,$21.30 ,Tennessee,Claiborne
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Claiborne
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Claiborne
0,Living Wage,$14.12 ,$26.11 ,$32.26 ,$42.59 ,$22.00 ,$26.31 ,$31.42 ,$34.39 ,$11.00 ,$14.68 ,$18.75 ,$21.75 ,Tennessee,Clay
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Clay
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Clay
0,Living Wage,$14.02 ,$26.11 ,$32.26 ,$42.59 ,$21.88 ,$26.31 ,$31.42 ,$34.39 ,$10.94 ,$14.68 ,$18.75 ,$21.75 ,Tennessee,Cocke
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Cocke
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Cocke
0,Living Wage,$14.30 ,$26.49 ,$32.64 ,$42.77 ,$22.17 ,$26.69 ,$31.80 ,$34.57 ,$11.09 ,$14.86 ,$18.93 ,$21.84 ,Tennessee,Coffee
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Coffee
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Coffee
0,Living Wage,$13.61 ,$26.18 ,$32.33 ,$42.24 ,$21.94 ,$26.39 ,$31.49 ,$34.03 ,$10.97 ,$14.71 ,$18.78 ,$21.57 ,Tennessee,Crockett
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Crockett
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Crockett
0,Living Wage,$14.02 ,$26.11 ,$32.26 ,$42.54 ,$21.88 ,$26.31 ,$31.42 ,$34.34 ,$10.94 ,$14.68 ,$18.75 ,$21.72 ,Tennessee,Cumberland
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Cumberland
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Cumberland
0,Living Wage,$17.63 ,$30.74 ,$37.64 ,$49.14 ,$25.71 ,$30.19 ,$35.29 ,$38.67 ,$12.86 ,$16.99 ,$21.44 ,$25.02 ,Tennessee,Davidson
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Davidson
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Davidson
0,Living Wage,$14.12 ,$26.11 ,$32.26 ,$41.69 ,$22.46 ,$26.31 ,$31.42 ,$33.49 ,$11.23 ,$14.68 ,$18.75 ,$21.30 ,Tennessee,Decatur
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Decatur
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Decatur
0,Living Wage,$14.02 ,$26.11 ,$32.26 ,$42.37 ,$21.88 ,$26.31 ,$31.42 ,$34.17 ,$10.94 ,$14.68 ,$18.75 ,$21.64 ,Tennessee,DeKalb
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,DeKalb
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,DeKalb
0,Living Wage,$17.63 ,$29.98 ,$36.13 ,$46.87 ,$25.71 ,$30.19 ,$35.29 ,$38.67 ,$12.86 ,$16.61 ,$20.68 ,$23.89 ,Tennessee,Dickson
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Dickson
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Dickson
0,Living Wage,$13.60 ,$26.92 ,$33.83 ,$44.94 ,$21.93 ,$26.37 ,$31.48 ,$34.47 ,$10.96 ,$15.08 ,$19.53 ,$22.92 ,Tennessee,Dyer
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Dyer
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Dyer
0,Living Wage,$15.37 ,$28.66 ,$35.57 ,$46.88 ,$23.92 ,$28.11 ,$33.22 ,$36.41 ,$11.96 ,$15.95 ,$20.40 ,$23.89 ,Tennessee,Fayette
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Fayette
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Fayette
0,Living Wage,$14.02 ,$26.11 ,$32.26 ,$41.78 ,$21.88 ,$26.31 ,$31.42 ,$33.58 ,$10.94 ,$14.68 ,$18.75 ,$21.34 ,Tennessee,Fentress
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Fentress
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Fentress
0,Living Wage,$14.08 ,$26.11 ,$32.26 ,$42.59 ,$21.95 ,$26.31 ,$31.42 ,$34.39 ,$10.97 ,$14.68 ,$18.75 ,$21.75 ,Tennessee,Franklin
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Franklin
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Franklin
0,Living Wage,$14.17 ,$26.17 ,$32.32 ,$42.40 ,$22.37 ,$26.38 ,$31.49 ,$34.20 ,$11.19 ,$14.71 ,$18.78 ,$21.65 ,Tennessee,Gibson
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Gibson
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Gibson
0,Living Wage,$14.14 ,$26.14 ,$32.29 ,$42.03 ,$22.48 ,$26.34 ,$31.45 ,$33.82 ,$11.24 ,$14.69 ,$18.76 ,$21.47 ,Tennessee,Giles
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Giles
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Giles
0,Living Wage,$13.88 ,$26.30 ,$32.45 ,$42.41 ,$22.41 ,$26.50 ,$31.61 ,$34.21 ,$11.20 ,$14.77 ,$18.84 ,$21.66 ,Tennessee,Grainger
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Grainger
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Grainger
0,Living Wage,$14.37 ,$26.86 ,$33.77 ,$44.80 ,$22.23 ,$26.31 ,$31.42 ,$34.33 ,$11.12 ,$15.05 ,$19.50 ,$22.85 ,Tennessee,Greene
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Greene
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Greene
0,Living Wage,$14.12 ,$26.11 ,$32.26 ,$42.15 ,$21.96 ,$26.31 ,$31.42 ,$33.95 ,$10.98 ,$14.68 ,$18.75 ,$21.53 ,Tennessee,Grundy
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Grundy
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Grundy
0,Living Wage,$14.51 ,$26.76 ,$32.91 ,$43.17 ,$22.38 ,$26.97 ,$32.07 ,$34.96 ,$11.19 ,$15.00 ,$19.07 ,$22.03 ,Tennessee,Hamblen
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Hamblen
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Hamblen
0,Living Wage,$15.00 ,$28.13 ,$35.04 ,$45.89 ,$23.27 ,$27.58 ,$32.69 ,$35.43 ,$11.64 ,$15.69 ,$20.14 ,$23.40 ,Tennessee,Hamilton
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Hamilton
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Hamilton
0,Living Wage,$14.03 ,$26.11 ,$32.26 ,$42.22 ,$21.90 ,$26.31 ,$31.42 ,$34.02 ,$10.95 ,$14.68 ,$18.75 ,$21.56 ,Tennessee,Hancock
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Hancock
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Hancock
0,Living Wage,$14.02 ,$26.11 ,$32.26 ,$42.00 ,$21.88 ,$26.31 ,$31.42 ,$33.80 ,$10.94 ,$14.68 ,$18.75 ,$21.45 ,Tennessee,Hardeman
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Hardeman
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Hardeman
0,Living Wage,$14.05 ,$26.15 ,$32.30 ,$41.74 ,$21.92 ,$26.36 ,$31.46 ,$33.54 ,$10.96 ,$14.70 ,$18.77 ,$21.32 ,Tennessee,Hardin
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Hardin
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Hardin
0,Living Wage,$14.11 ,$26.38 ,$32.53 ,$42.35 ,$22.10 ,$26.59 ,$31.70 ,$34.15 ,$11.05 ,$14.81 ,$18.88 ,$21.63 ,Tennessee,Hawkins
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Hawkins
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Hawkins
0,Living Wage,$13.90 ,$26.11 ,$32.26 ,$42.23 ,$21.88 ,$26.31 ,$31.42 ,$34.03 ,$10.94 ,$14.68 ,$18.75 ,$21.57 ,Tennessee,Haywood
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Haywood
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Haywood
0,Living Wage,$14.12 ,$26.11 ,$32.26 ,$42.15 ,$22.19 ,$26.31 ,$31.42 ,$33.95 ,$11.09 ,$14.68 ,$18.75 ,$21.53 ,Tennessee,Henderson
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Henderson
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Henderson
0,Living Wage,$14.07 ,$26.11 ,$32.26 ,$41.90 ,$21.94 ,$26.31 ,$31.42 ,$33.70 ,$10.97 ,$14.68 ,$18.75 ,$21.40 ,Tennessee,Henry
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Henry
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Henry
0,Living Wage,$15.08 ,$26.96 ,$33.11 ,$43.06 ,$23.20 ,$27.17 ,$32.28 ,$34.85 ,$11.60 ,$15.10 ,$19.17 ,$21.98 ,Tennessee,Hickman
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Hickman
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Hickman
0,Living Wage,$14.30 ,$26.49 ,$32.64 ,$42.16 ,$22.17 ,$26.69 ,$31.80 ,$33.95 ,$11.09 ,$14.86 ,$18.93 ,$21.53 ,Tennessee,Houston
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Houston
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Houston
0,Living Wage,$14.12 ,$26.11 ,$32.26 ,$42.35 ,$22.46 ,$26.31 ,$31.42 ,$34.14 ,$11.23 ,$14.68 ,$18.75 ,$21.62 ,Tennessee,Humphreys
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Humphreys
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Humphreys
0,Living Wage,$14.02 ,$26.11 ,$32.26 ,$41.69 ,$21.88 ,$26.31 ,$31.42 ,$33.49 ,$10.94 ,$14.68 ,$18.75 ,$21.30 ,Tennessee,Jackson
1,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Tennessee,Jackson
2,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Tennessee,Jackson
