,WageType,1 ADULT - 0,1 ADULT - 1,1 ADULT - 2,1 ADULT - 3,2 ADULTS(1 WORKING) - 0,2 ADULTS(1 WORKING) - 1,2 ADULTS(1 WORKING) - 2,2 ADULTS(1 WORKING) - 3,2 ADULTS(BOTH WORKING) - 0,2 ADULTS(BOTH WORKING) - 1,2 ADULTS(BOTH WORKING) - 2,2 ADULTS(BOTH WORKING) - 3,State,County,2022 Population Est
7988,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,McLennan,266836
7989,Living Wage,$14.57 ,$28.97 ,$36.03 ,$47.04 ,$22.96 ,$28.25 ,$33.36 ,$36.09 ,$11.48 ,$16.10 ,$20.63 ,$23.97 ,Texas,McMullen,576
7990,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,McMullen,576
7991,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,McMullen,576
7992,Living Wage,$14.65 ,$29.93 ,$37.43 ,$48.97 ,$23.17 ,$28.80 ,$33.90 ,$36.73 ,$11.59 ,$16.59 ,$21.33 ,$24.93 ,Texas,Medina,53723
7993,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Medina,53723
7994,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Medina,53723
7995,Living Wage,$14.26 ,$27.87 ,$34.26 ,$44.34 ,$22.63 ,$27.84 ,$32.95 ,$35.43 ,$11.31 ,$15.56 ,$19.75 ,$22.62 ,Texas,Menard,1968
7996,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Menard,1968
7997,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Menard,1968
7998,Living Wage,$18.49 ,$33.29 ,$40.33 ,$51.94 ,$26.59 ,$32.61 ,$37.71 ,$41.07 ,$13.29 ,$18.27 ,$22.78 ,$26.42 ,Texas,Midland,171999
7999,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Midland,171999
8000,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Midland,171999
8001,Living Wage,$14.26 ,$28.04 ,$34.59 ,$45.55 ,$22.75 ,$27.84 ,$32.95 ,$36.13 ,$11.38 ,$15.64 ,$19.91 ,$23.23 ,Texas,Milam,25628
8002,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Milam,25628
8003,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Milam,25628
8004,Living Wage,$14.26 ,$28.04 ,$34.59 ,$44.55 ,$22.63 ,$27.84 ,$32.95 ,$35.14 ,$11.31 ,$15.64 ,$19.91 ,$22.73 ,Texas,Mills,4500
8005,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Mills,4500
8006,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Mills,4500
8007,Living Wage,$14.26 ,$27.81 ,$34.13 ,$44.07 ,$22.77 ,$27.84 ,$32.95 ,$35.34 ,$11.38 ,$15.53 ,$19.68 ,$22.49 ,Texas,Mitchell,8943
8008,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Mitchell,8943
8009,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Mitchell,8943
8010,Living Wage,$15.04 ,$28.92 ,$35.30 ,$45.50 ,$23.24 ,$28.89 ,$34.00 ,$36.60 ,$11.62 ,$16.08 ,$20.27 ,$23.20 ,Texas,Montague,21063
8011,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Montague,21063
8012,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Montague,21063
8013,Living Wage,$16.95 ,$32.28 ,$39.88 ,$52.48 ,$25.54 ,$31.05 ,$36.15 ,$39.95 ,$12.77 ,$17.76 ,$22.56 ,$26.69 ,Texas,Montgomery,678490
8014,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Montgomery,678490
8015,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Montgomery,678490
8016,Living Wage,$14.74 ,$28.91 ,$35.69 ,$46.04 ,$22.93 ,$28.49 ,$33.59 ,$35.94 ,$11.47 ,$16.08 ,$20.46 ,$23.47 ,Texas,Moore,20996
8017,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Moore,20996
8018,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Moore,20996
8019,Living Wage,$13.87 ,$27.76 ,$34.03 ,$44.70 ,$22.45 ,$27.84 ,$32.95 ,$36.13 ,$11.22 ,$15.50 ,$19.63 ,$22.80 ,Texas,Morris,12083
8020,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Morris,12083
8021,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Morris,12083
8022,Living Wage,$14.26 ,$28.08 ,$34.68 ,$45.02 ,$22.63 ,$27.84 ,$32.95 ,$35.47 ,$11.31 ,$15.66 ,$19.96 ,$22.96 ,Texas,Motley,1032
8023,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Motley,1032
8024,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Motley,1032
8025,Living Wage,$14.54 ,$28.52 ,$34.81 ,$45.08 ,$23.36 ,$28.59 ,$33.70 ,$36.47 ,$11.68 ,$15.88 ,$20.02 ,$22.99 ,Texas,Nacogdoches,64862
8026,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Nacogdoches,64862
8027,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Nacogdoches,64862
8028,Living Wage,$14.79 ,$29.89 ,$37.66 ,$50.11 ,$22.93 ,$28.49 ,$33.59 ,$37.06 ,$11.47 ,$16.57 ,$21.45 ,$25.50 ,Texas,Navarro,54636
8029,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Navarro,54636
8030,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Navarro,54636
8031,Living Wage,$14.37 ,$27.77 ,$34.06 ,$44.41 ,$22.70 ,$27.84 ,$32.95 ,$35.80 ,$11.35 ,$15.51 ,$19.65 ,$22.66 ,Texas,Newton,12052
8032,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Newton,12052
8033,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Newton,12052
8034,Living Wage,$14.28 ,$27.83 ,$34.16 ,$44.88 ,$22.46 ,$27.86 ,$32.97 ,$36.15 ,$11.23 ,$15.54 ,$19.69 ,$22.89 ,Texas,Nolan,14473
8035,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Nolan,14473
8036,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Nolan,14473
8037,Living Wage,$16.05 ,$31.05 ,$38.12 ,$49.83 ,$24.67 ,$30.34 ,$35.45 ,$38.87 ,$12.34 ,$17.15 ,$21.68 ,$25.37 ,Texas,Nueces,351674
8038,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Nueces,351674
8039,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Nueces,351674
8040,Living Wage,$14.45 ,$28.52 ,$35.30 ,$45.75 ,$22.83 ,$28.09 ,$33.20 ,$35.65 ,$11.42 ,$15.88 ,$20.27 ,$23.33 ,Texas,Ochiltree,9606
8041,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Ochiltree,9606
8042,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Ochiltree,9606
8043,Living Wage,$15.53 ,$30.38 ,$37.16 ,$47.86 ,$24.19 ,$29.95 ,$35.06 ,$37.77 ,$12.10 ,$16.81 ,$21.20 ,$24.38 ,Texas,Oldham,1752
8044,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Oldham,1752
8045,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Oldham,1752
8046,Living Wage,$15.16 ,$29.14 ,$35.73 ,$46.36 ,$23.54 ,$28.90 ,$34.01 ,$36.82 ,$11.77 ,$16.19 ,$20.48 ,$23.63 ,Texas,Orange,84934
8047,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Orange,84934
8048,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Orange,84934
8049,Living Wage,$14.42 ,$29.70 ,$37.46 ,$49.37 ,$22.98 ,$28.29 ,$33.40 ,$36.33 ,$11.49 ,$16.47 ,$21.35 ,$25.14 ,Texas,Palo Pinto,29239
8050,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Palo Pinto,29239
8051,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Palo Pinto,29239
8052,Living Wage,$14.52 ,$28.26 ,$34.68 ,$44.59 ,$22.71 ,$28.20 ,$33.30 ,$35.58 ,$11.36 ,$15.75 ,$19.96 ,$22.75 ,Texas,Panola,22677
8053,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Panola,22677
8054,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Panola,22677
8055,Living Wage,$16.90 ,$32.93 ,$40.70 ,$53.61 ,$25.81 ,$31.53 ,$36.63 ,$40.57 ,$12.91 ,$18.09 ,$22.97 ,$27.26 ,Texas,Parker,165834
8056,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Parker,165834
8057,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Parker,165834
8058,Living Wage,$14.26 ,$28.27 ,$35.05 ,$45.69 ,$23.08 ,$27.84 ,$32.95 ,$35.60 ,$11.54 ,$15.75 ,$20.14 ,$23.30 ,Texas,Parmer,9620
8059,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Parmer,9620
8060,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Parmer,9620
8061,Living Wage,$14.67 ,$29.71 ,$36.75 ,$48.56 ,$23.73 ,$29.03 ,$34.14 ,$37.69 ,$11.87 ,$16.48 ,$20.99 ,$24.73 ,Texas,Pecos,14735
8062,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Pecos,14735
8063,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Pecos,14735
8064,Living Wage,$14.25 ,$27.94 ,$34.22 ,$44.85 ,$23.16 ,$28.01 ,$33.11 ,$36.24 ,$11.58 ,$15.59 ,$19.73 ,$22.88 ,Texas,Polk,53255
8065,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Polk,53255
8066,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Polk,53255
8067,Living Wage,$14.92 ,$29.51 ,$36.29 ,$47.58 ,$23.52 ,$29.09 ,$34.19 ,$37.48 ,$11.76 ,$16.38 ,$20.76 ,$24.24 ,Texas,Potter,115645
8068,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Potter,115645
8069,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Potter,115645
8070,Living Wage,$14.26 ,$27.87 ,$34.25 ,$45.03 ,$22.63 ,$27.84 ,$32.95 ,$36.13 ,$11.31 ,$15.55 ,$19.74 ,$22.97 ,Texas,Presidio,5939
8071,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Presidio,5939
8072,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Presidio,5939
8073,Living Wage,$14.26 ,$27.90 ,$34.32 ,$44.89 ,$22.93 ,$27.84 ,$32.95 ,$35.88 ,$11.46 ,$15.57 ,$19.78 ,$22.90 ,Texas,Rains,12823
8074,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Rains,12823
8075,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Rains,12823
8076,Living Wage,$14.92 ,$29.51 ,$36.29 ,$47.58 ,$23.52 ,$29.09 ,$34.19 ,$37.48 ,$11.76 ,$16.38 ,$20.76 ,$24.24 ,Texas,Randall,146140
8077,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Randall,146140
8078,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Randall,146140
8079,Living Wage,$15.54 ,$29.61 ,$36.00 ,$46.22 ,$24.01 ,$29.58 ,$34.69 ,$37.30 ,$12.01 ,$16.43 ,$20.62 ,$23.56 ,Texas,Reagan,3135
8080,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Reagan,3135
8081,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Reagan,3135
8082,Living Wage,$14.92 ,$28.35 ,$34.33 ,$44.56 ,$23.33 ,$28.72 ,$33.83 ,$36.87 ,$11.67 ,$15.79 ,$19.78 ,$22.73 ,Texas,Real,2840
8083,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Real,2840
8084,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Real,2840
8085,Living Wage,$14.26 ,$27.76 ,$34.03 ,$43.70 ,$22.45 ,$27.84 ,$32.95 ,$35.14 ,$11.22 ,$15.50 ,$19.63 ,$22.30 ,Texas,Red River,11542
8086,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Red River,11542
8087,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Red River,11542
8088,Living Wage,$14.55 ,$28.92 ,$35.95 ,$47.56 ,$23.42 ,$28.23 ,$33.34 ,$36.69 ,$11.71 ,$16.08 ,$20.59 ,$24.23 ,Texas,Reeves,12905
8089,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Reeves,12905
8090,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Reeves,12905
8091,Living Wage,$14.39 ,$28.72 ,$35.79 ,$46.30 ,$23.22 ,$28.01 ,$33.11 ,$35.35 ,$11.61 ,$15.98 ,$20.51 ,$23.60 ,Texas,Refugio,6632
8092,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Refugio,6632
8093,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Refugio,6632
8094,Living Wage,$15.34 ,$29.97 ,$37.18 ,$49.35 ,$24.02 ,$29.11 ,$34.22 ,$37.95 ,$12.01 ,$16.60 ,$21.21 ,$25.13 ,Texas,Robertson,17153
8095,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Robertson,17153
8096,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Robertson,17153
8097,Living Wage,$14.57 ,$28.68 ,$35.46 ,$46.19 ,$22.96 ,$28.25 ,$33.36 ,$36.09 ,$11.48 ,$15.96 ,$20.35 ,$23.54 ,Texas,Roberts,803
8098,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Roberts,803
8099,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Roberts,803
8100,Living Wage,$17.82 ,$33.73 ,$41.49 ,$54.23 ,$26.63 ,$32.32 ,$37.43 ,$41.18 ,$13.32 ,$18.49 ,$23.36 ,$27.57 ,Texas,Rockwall,123208
8101,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Rockwall,123208
8102,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Rockwall,123208
8103,Living Wage,$14.33 ,$27.90 ,$34.22 ,$43.98 ,$22.51 ,$27.93 ,$33.03 ,$35.25 ,$11.26 ,$15.57 ,$19.73 ,$22.44 ,Texas,Runnels,9859
8104,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Runnels,9859
8105,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Runnels,9859
8106,Living Wage,$14.33 ,$28.05 ,$34.47 ,$44.48 ,$22.58 ,$27.98 ,$33.09 ,$35.47 ,$11.29 ,$15.64 ,$19.85 ,$22.69 ,Texas,Rusk,53333
8107,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Rusk,53333
8108,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Rusk,53333
8109,Living Wage,$14.26 ,$27.77 ,$34.06 ,$44.74 ,$23.08 ,$27.84 ,$32.95 ,$36.13 ,$11.54 ,$15.51 ,$19.65 ,$22.82 ,Texas,Sabine,10048
8110,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,Sabine,10048
8111,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,Sabine,10048
8112,Living Wage,$14.44 ,$28.01 ,$34.30 ,$44.05 ,$22.63 ,$28.08 ,$33.19 ,$35.44 ,$11.31 ,$15.63 ,$19.76 ,$22.48 ,Texas,San Augustine,7857
8113,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,San Augustine,7857
8114,Minimum Wage,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,Texas,San Augustine,7857
8115,Living Wage,$14.26 ,$27.77 ,$34.06 ,$44.32 ,$22.63 ,$27.84 ,$32.95 ,$35.71 ,$11.31 ,$15.51 ,$19.65 ,$22.61 ,Texas,San Jacinto,28348
8116,Poverty Wage,$6.19 ,$8.38 ,$10.56 ,$12.74 ,$8.38 ,$10.56 ,$12.74 ,$14.92 ,$4.19 ,$5.28 ,$6.37 ,$7.46 ,Texas,San Jacinto,28348
